city,date,fare,ride_id
West Alexis,3/29/16 1:34,11.32,2570000000000
Carrollfort,7/3/16 15:44,23.26,5800000000000
Edwardsbury,4/6/16 19:40,15.86,1170000000000
East Erin,9/27/16 18:13,28.95,1380000000000
New Jeffrey,9/18/16 19:55,7.43,4290000000000
Fosterside,5/11/16 13:59,7.65,6730000000000
Kellershire,11/26/16 22:37,42.37,9960000000000
Lake Jeffreyland,10/31/16 15:51,40.59,1090000000000
Lisaville,6/26/16 14:09,15.81,9430000000000
Davidtown,11/10/16 7:19,11.83,996000000000
West Brandy,6/8/16 20:12,38.93,3010000000000
Davistown,6/4/16 18:13,35.48,9640000000000
Alyssaberg,12/2/16 10:56,37.05,3630000000000
Nguyenbury,9/6/16 15:59,30.56,2570000000000
West Peter,5/21/16 4:03,37.04,2680000000000
Smithhaven,4/22/16 21:43,8.23,3770000000000
Lisaville,8/31/16 20:52,6.29,7550000000000
Port Josephfurt,5/13/16 7:55,39.76,5260000000000
Pamelahaven,2/26/16 20:48,26,34209065249
Lake Stevenbury,1/28/16 2:04,27.07,744000000000
Yolandafurt,10/15/16 9:08,32.99,7250000000000
Sarabury,3/29/16 15:47,17,3570000000000
Kelseyland,11/10/16 1:57,20.58,3400000000000
Davidtown,5/29/16 18:55,34.22,5090000000000
East Erin,8/8/16 19:41,39.79,2030000000000
New Jeffrey,6/24/16 16:08,23.68,7970000000000
Swansonbury,3/13/16 18:09,26.65,5540000000000
Eriktown,12/4/16 23:09,33.27,331000000000
Alvarezhaven,1/28/16 23:53,9.87,2750000000000
West Alexis,9/23/16 3:55,18.48,7050000000000
Vickimouth,1/7/16 0:07,5.21,212000000000
Prattfurt,6/14/16 4:07,13.85,7020000000000
West Sydneyhaven,1/21/16 8:13,33.69,2510000000000
New Jeffrey,2/8/16 7:15,22.33,7580000000000
Lisatown,4/20/16 10:10,11.93,8950000000000
Edwardsbury,3/13/16 18:42,41.07,1900000000000
South Josephville,10/27/16 2:16,14.83,1020000000000
New Christine,5/11/16 4:37,44.62,1330000000000
West Dawnfurt,5/16/16 19:34,31.5,3260000000000
Port Josephfurt,10/28/16 19:37,33.67,2120000000000
Mooreview,11/16/16 17:08,14.13,8090000000000
Alvarezhaven,4/25/16 8:50,31.82,7950000000000
Kellershire,9/25/16 9:29,42.9,9950000000000
Yolandafurt,9/24/16 14:53,21.25,8000000000000
Davidtown,2/3/16 18:31,22.05,8250000000000
Port Samantha,6/25/16 1:09,8.82,617000000000
Stewartview,4/12/16 13:56,28.57,3730000000000
Arnoldview,11/20/16 2:14,19.44,8430000000000
Zimmermanmouth,5/11/16 17:45,37.04,9090000000000
South Bryanstad,6/29/16 6:05,32.39,1640000000000
West Dawnfurt,5/25/16 21:32,14.57,6640000000000
Stewartview,5/20/16 5:27,41.88,6120000000000
Lisaville,1/13/16 1:46,5.74,4970000000000
Pamelahaven,4/28/16 13:58,17.43,91221495577
New David,8/20/16 16:26,42.89,3270000000000
Kimberlychester,5/27/16 14:10,12.66,8010000000000
Edwardsbury,1/4/16 6:07,19.65,9010000000000
New Andreamouth,4/22/16 22:08,22.91,6080000000000
Yolandafurt,4/27/16 10:08,41.96,963000000000
West Jefferyfurt,3/26/16 3:21,10.72,346000000000
Smithhaven,1/21/16 16:45,36.41,1860000000000
West Jefferyfurt,11/14/16 17:44,41.78,1120000000000
Arnoldview,8/15/16 4:42,9.53,2870000000000
Alvarezhaven,9/16/16 14:36,20.61,8310000000000
Lake Sarashire,8/1/16 9:48,25.32,1730000000000
South Louis,4/2/16 17:00,34.7,4420000000000
Port Johnstad,1/20/16 15:00,9.6,2860000000000
Sandymouth,7/9/16 10:53,12.89,8170000000000
West Brandy,10/31/16 13:28,24.86,380000000000
South Louis,5/2/16 20:58,40.86,2110000000000
Yolandafurt,7/30/16 10:52,17.1,9310000000000
Yolandafurt,2/25/16 6:52,26.78,7820000000000
Lisaville,1/3/16 6:26,44.07,7750000000000
South Roy,8/25/16 3:24,40.56,7590000000000
West Sydneyhaven,2/29/16 6:49,30.76,945000000000
South Louis,6/6/16 9:51,6.18,3870000000000
Davidtown,9/25/16 8:12,8.7,4900000000000
Yolandafurt,9/8/16 11:16,12.06,6620000000000
Jacobfort,6/21/16 12:12,32.99,697000000000
Davistown,6/14/16 16:04,36.5,3850000000000
Port Martinberg,12/4/16 14:51,14.4,195000000000
West Alexis,10/16/16 10:50,9.6,7830000000000
West Peter,3/29/16 14:07,41.34,6030000000000
New Maryport,5/11/16 5:20,43.67,7730000000000
Port Martinberg,11/9/16 13:16,33.52,5310000000000
Kimberlychester,10/21/16 3:27,32.16,8270000000000
Zimmermanmouth,1/28/16 1:13,43.51,2490000000000
West Jefferyfurt,12/1/16 3:23,28.03,6680000000000
Port Martinberg,11/27/16 1:04,6.84,5040000000000
South Josephville,1/24/16 20:32,19.48,6040000000000
Lake Stevenbury,1/9/16 17:18,37.12,3350000000000
Maryside,7/12/16 9:31,34.72,9080000000000
Russellport,4/15/16 8:21,6.96,1690000000000
Lake Jeffreyland,2/28/16 17:11,27.52,5780000000000
South Josephville,7/9/16 19:50,23.29,8930000000000
Fosterside,6/1/16 6:32,6.54,9740000000000
West Jefferyfurt,3/27/16 10:42,13.39,1430000000000
New Jeffrey,4/4/16 20:56,32.9,1580000000000
Yolandafurt,10/4/16 2:52,10.59,6500000000000
Antoniomouth,4/18/16 21:10,18.17,510000000000
Williamshire,9/7/16 19:44,21.39,2680000000000
Alvarezhaven,3/16/16 22:24,31.08,7410000000000
Alvarezhaven,1/20/16 6:52,42.41,7830000000000
Torresshire,3/30/16 11:21,43.16,4450000000000
Lisaville,7/26/16 0:46,35.74,2320000000000
Lisaville,2/9/16 11:33,15.65,5340000000000
Carrollfort,11/22/16 11:14,39.24,1920000000000
West Dawnfurt,9/1/16 12:26,31.07,5270000000000
Pamelahaven,8/24/16 3:25,5.75,9470000000000
South Bryanstad,9/27/16 22:34,33.54,4070000000000
Wiseborough,2/19/16 8:39,33.78,7190000000000
West Peter,10/15/16 14:24,33.98,7420000000000
Lisaville,1/23/16 11:09,9.35,7850000000000
Edwardsbury,5/20/16 12:21,31.62,9780000000000
Yolandafurt,3/22/16 22:33,43.36,640000000000
South Louis,5/23/16 10:05,27.25,8860000000000
Port Martinberg,11/18/16 11:20,11.98,8140000000000
Stewartview,11/25/16 9:06,18.7,9760000000000
South Roy,10/31/16 21:45,28.07,9950000000000
Nguyenbury,7/16/16 16:37,26.6,5120000000000
Lake Stevenbury,3/24/16 11:58,6.36,1630000000000
Port Samantha,7/24/16 2:02,43.19,9830000000000
Williamshire,4/26/16 16:22,20.7,7180000000000
New Christine,4/26/16 4:02,20.22,1670000000000
Kelseyland,8/15/16 11:55,27.45,8460000000000
Davistown,9/19/16 9:09,35.84,499000000000
Aprilchester,2/20/16 15:43,15.39,5480000000000
West Brittanyton,4/5/16 8:31,41.3,7700000000000
South Bryanstad,6/5/16 5:07,14.5,5650000000000
West Brittanyton,1/18/16 2:50,31.07,7280000000000
Sarabury,11/20/16 11:44,28.47,3790000000000
Port Johnstad,1/9/16 16:42,21.06,6440000000000
Lake Jennaton,9/22/16 13:51,21.59,6630000000000
Port Martinberg,2/16/16 21:14,25.83,2240000000000
Aprilchester,6/3/16 6:18,36.62,5990000000000
Vickimouth,8/17/16 3:09,22.06,4530000000000
New Jeffrey,8/9/16 4:33,23.89,3800000000000
East Douglas,4/20/16 22:39,29.35,3950000000000
South Louis,1/2/16 10:08,31.02,6840000000000
Edwardsbury,3/21/16 19:04,41.75,8930000000000
Kellershire,3/13/16 0:52,10.91,1080000000000
Arnoldview,8/17/16 11:57,21.78,6040000000000
New Christine,7/10/16 23:25,32.66,5930000000000
Kimberlychester,4/21/16 12:07,5.72,5640000000000
Carrollfort,3/22/16 7:16,18.82,1390000000000
Nguyenbury,1/20/16 7:53,25.89,2810000000000
Williamshire,2/20/16 20:54,27.82,4350000000000
Spencertown,2/2/16 16:49,5.85,3840000000000
Lisatown,11/16/16 3:43,10.47,6840000000000
Russellport,2/18/16 2:09,34.36,126000000000
Stewartview,1/29/16 19:50,4.44,2110000000000
Lake Jeffreyland,3/20/16 23:46,22.63,8440000000000
Edwardsbury,7/3/16 16:57,25.52,5660000000000
Alvarezhaven,6/25/16 22:46,24.16,9050000000000
Edwardsbury,4/11/16 12:58,29.82,5970000000000
New Andreamouth,9/13/16 22:56,11.52,1530000000000
Lisaville,9/16/16 18:53,23.31,2360000000000
Jacobfort,10/4/16 3:20,26.17,6420000000000
Arnoldview,1/11/16 9:47,43.75,4490000000000
Wiseborough,3/27/16 6:05,32.29,9250000000000
Edwardsbury,7/30/16 3:55,25.37,9230000000000
New Andreamouth,6/18/16 20:26,25.75,7120000000000
Zimmermanmouth,11/28/16 22:05,41.58,7490000000000
Yolandafurt,6/22/16 3:24,20.53,4140000000000
East Erin,11/17/16 19:02,33.87,7490000000000
Arnoldview,2/8/16 22:37,22.88,2430000000000
West Oscar,2/14/16 14:25,20.63,4860000000000
Kellershire,8/9/16 8:37,4.56,3430000000000
Maryside,10/8/16 5:03,35.67,9890000000000
Spencertown,6/24/16 2:33,27.18,5100000000000
New Aaron,3/23/16 1:00,33.34,4210000000000
Lake Jeffreyland,2/3/16 4:42,12.68,1950000000000
Stewartview,6/9/16 15:27,31.44,2080000000000
Sandymouth,1/6/16 13:48,20.21,1270000000000
Smithhaven,10/12/16 5:55,4.57,8480000000000
Swansonbury,5/4/16 10:19,19.84,2170000000000
Kellershire,1/12/16 6:57,35.44,5620000000000
West Brandy,1/14/16 21:11,31.44,6180000000000
Mooreview,8/21/16 6:14,31.1,6950000000000
West Alexis,5/8/16 2:47,26.93,1030000000000
Prattfurt,2/25/16 15:22,36.71,3930000000000
Alvarezhaven,6/21/16 9:57,20.88,9460000000000
Mooreview,8/12/16 3:05,44.84,237000000000
Torresshire,1/31/16 15:24,25.62,6880000000000
Prattfurt,7/30/16 21:39,4.43,8200000000000
New Christine,6/11/16 5:38,17.3,1670000000000
Kimberlychester,1/31/16 21:22,38.32,7750000000000
New Christine,8/7/16 0:57,20.9,7680000000000
Pearsonberg,1/13/16 4:51,16.25,1750000000000
Kimberlychester,11/10/16 18:49,10.61,3440000000000
Mooreview,3/26/16 8:26,14.01,217000000000
Sandymouth,8/3/16 4:30,8.22,2540000000000
Davistown,1/16/16 10:44,5.12,4870000000000
Swansonbury,5/29/16 3:08,10.8,854000000000
South Josephville,5/29/16 19:55,44.23,8120000000000
Mooreview,10/8/16 14:34,30.29,9880000000000
Sarabury,7/17/16 20:41,17.79,9660000000000
Stewartview,6/11/16 14:17,19.07,4920000000000
East Erin,2/10/16 8:43,19.01,9750000000000
New Christine,7/23/16 19:47,23.21,4120000000000
Carrollfort,2/27/16 18:37,44.51,9350000000000
New David,8/9/16 11:20,44.44,6240000000000
Wiseborough,4/28/16 16:54,41.3,3100000000000
Swansonbury,1/30/16 8:13,21.1,7100000000000
Zimmermanmouth,4/22/16 7:47,26.23,6060000000000
Antoniomouth,10/25/16 15:12,40.92,5150000000000
Antoniomouth,4/28/16 12:43,11.39,6100000000000
Stewartview,11/21/16 23:28,29.28,2580000000000
West Oscar,6/24/16 16:45,12.61,5140000000000
Aprilchester,2/21/16 9:13,27.07,9580000000000
New Christine,1/15/16 7:10,31.88,5140000000000
Davistown,7/18/16 16:45,12.81,1650000000000
Spencertown,2/16/16 2:44,21.21,5920000000000
Swansonbury,3/9/16 21:06,23.26,730000000000
Kellershire,8/6/16 10:39,32.55,6350000000000
Nguyenbury,11/22/16 9:02,24.25,1640000000000
Lake Stevenbury,3/1/16 12:52,25.31,1380000000000
Edwardsbury,5/26/16 23:53,5.96,6220000000000
South Louis,1/13/16 17:48,30.92,9730000000000
Maryside,10/16/16 23:48,44.22,2890000000000
Davidtown,6/26/16 7:05,17.1,3810000000000
Port Johnstad,5/13/16 6:40,38.87,3050000000000
Travisville,1/26/16 11:47,13.02,444000000000
West Brandy,8/5/16 20:15,12.85,1820000000000
South Josephville,8/31/16 7:56,25.22,1290000000000
Davidtown,4/1/16 17:47,38.12,1930000000000
Maryside,8/5/16 23:36,8.01,6870000000000
Davistown,1/15/16 9:12,21.64,3790000000000
Sarabury,11/6/16 2:23,19.48,7310000000000
New Aaron,7/1/16 2:22,4.9,4050000000000
Carrollfort,8/1/16 22:20,37.35,989000000000
Sandymouth,1/12/16 22:04,43.97,8990000000000
Carrollfort,7/26/16 19:41,32.92,6900000000000
New Jeffrey,2/7/16 10:10,9.87,4460000000000
Pearsonberg,2/13/16 4:25,17.05,2030000000000
Fosterside,4/26/16 3:40,29.14,4620000000000
Maryside,9/22/16 0:38,15.92,5940000000000
West Alexis,1/3/16 18:29,32.37,9180000000000
West Brandy,9/13/16 16:54,18.61,4950000000000
South Josephville,11/28/16 17:14,41.55,6060000000000
Lake Jennaton,1/20/16 19:07,19.67,7670000000000
Eriktown,10/16/16 3:23,14.4,826000000000
Torresshire,5/17/16 6:36,21.36,1620000000000
Prattfurt,5/8/16 14:33,14.96,6090000000000
Kelseyland,8/1/16 10:51,33.51,6610000000000
Sandymouth,4/16/16 23:11,33.4,1390000000000
South Louis,10/28/16 15:04,21.72,6610000000000
West Peter,2/5/16 1:21,29.48,8800000000000
Alvarezhaven,9/23/16 21:51,17.67,3830000000000
West Brittanyton,7/18/16 1:47,16.44,2170000000000
Mooreview,1/22/16 5:18,36.06,8150000000000
Kelseyland,4/13/16 12:07,6.56,8100000000000
Port Samantha,10/22/16 12:26,24.85,4320000000000
Williamshire,2/3/16 5:41,35.47,3640000000000
South Josephville,9/27/16 20:23,20.31,3110000000000
Torresshire,2/14/16 1:09,40.79,5100000000000
Williamshire,11/6/16 16:41,33.53,28453889331
Edwardsbury,8/24/16 22:22,27.48,6080000000000
Davidtown,9/20/16 16:34,35.57,3280000000000
South Josephville,4/15/16 11:37,22.03,863000000000
West Sydneyhaven,3/6/16 4:14,18.89,8000000000000
West Sydneyhaven,12/3/16 18:22,38.06,374000000000
West Dawnfurt,3/7/16 11:59,25.49,5320000000000
Prattfurt,6/5/16 2:53,32.51,4490000000000
Spencertown,6/7/16 6:22,36.33,8190000000000
Sarabury,9/26/16 7:30,26.71,6310000000000
Swansonbury,10/22/16 20:56,26.51,2510000000000
Swansonbury,7/6/16 7:38,35.5,745000000000
Carrollfort,4/22/16 0:17,14.59,3300000000000
South Josephville,1/18/16 13:17,30.42,9190000000000
Eriktown,3/5/16 16:06,39.02,2050000000000
Alvarezhaven,5/15/16 20:43,40.04,1810000000000
West Dawnfurt,3/21/16 3:21,32.57,3450000000000
Pearsonberg,7/13/16 21:51,14.31,5210000000000
New Jeffrey,10/28/16 13:36,5.91,7690000000000
West Brittanyton,5/24/16 1:21,29.18,9180000000000
West Dawnfurt,11/4/16 21:35,41.06,2400000000000
Lisatown,6/29/16 9:06,12.37,3110000000000
Pearsonberg,10/27/16 17:34,36.05,2830000000000
West Peter,5/25/16 0:54,26.43,1300000000000
Nguyenbury,1/14/16 6:31,20,4200000000000
Sarabury,6/4/16 20:50,14.19,8770000000000
Williamshire,7/12/16 8:03,31.25,777000000000
Swansonbury,3/31/16 5:01,9.5,1500000000000
Arnoldview,2/6/16 7:18,41.75,9530000000000
South Louis,9/27/16 15:50,21.79,7850000000000
New David,10/28/16 10:22,21.83,2070000000000
Rodriguezburgh,2/11/16 4:21,10,2360000000000
Smithhaven,9/9/16 11:41,41.08,7480000000000
Alyssaberg,8/5/16 8:42,13.16,5660000000000
Lisatown,11/23/16 13:20,18.71,8900000000000
Lake Jennaton,7/21/16 1:45,39.53,2730000000000
Port Samantha,3/26/16 7:09,42.89,9400000000000
Port Josephfurt,6/5/16 22:30,22.74,8400000000000
Port Samantha,6/14/16 23:37,43.01,9040000000000
Prattfurt,5/5/16 16:02,31.64,509000000000
Kelseyland,1/12/16 22:51,20.19,3050000000000
Lake Sarashire,7/12/16 12:19,7.9,7640000000000
West Alexis,6/13/16 10:29,26.06,2560000000000
Antoniomouth,8/2/16 10:31,27.67,9790000000000
Torresshire,3/28/16 20:33,42.68,388000000000
Russellport,6/20/16 18:45,4.71,5260000000000
West Brittanyton,6/5/16 13:25,24.53,669000000000
West Dawnfurt,6/14/16 16:29,19.59,7750000000000
West Dawnfurt,6/10/16 15:02,7.81,7730000000000
West Dawnfurt,11/26/16 13:54,8.7,6770000000000
Kimberlychester,4/12/16 19:30,18.58,9090000000000
New David,2/3/16 11:26,42.66,8840000000000
West Oscar,5/27/16 14:01,44.39,3590000000000
Eriktown,3/29/16 23:56,18.37,3660000000000
East Douglas,7/21/16 23:45,26.63,3490000000000
West Peter,7/22/16 17:22,10.58,4870000000000
Yolandafurt,8/12/16 14:44,22.04,9100000000000
Davidtown,10/20/16 9:56,26.56,2100000000000
Stewartview,5/16/16 17:50,30.59,537000000000
West Brandy,5/23/16 5:39,34.32,7930000000000
Lake Stevenbury,3/4/16 12:45,29.95,6330000000000
Lisatown,9/11/16 15:56,42.66,6050000000000
Port Samantha,9/28/16 5:42,25,8140000000000
East Douglas,11/10/16 16:06,17.92,1580000000000
Alyssaberg,10/6/16 19:07,21.13,1130000000000
Kelseyland,5/31/16 1:05,35.22,5950000000000
Rodriguezburgh,2/4/16 21:02,16.11,5860000000000
Arnoldview,6/24/16 18:59,21.61,4140000000000
Lake Jennaton,1/3/16 10:08,20.39,9780000000000
Carrollfort,2/27/16 5:17,43.82,3750000000000
Spencertown,10/6/16 8:07,38.31,2980000000000
South Louis,3/8/16 21:59,43.69,3700000000000
Aprilchester,1/19/16 19:44,9.84,185000000000
New Maryport,2/17/16 6:13,31.04,8960000000000
Fosterside,4/20/16 15:20,39.01,6370000000000
Port Johnstad,10/22/16 2:57,8.7,4900000000000
Davidtown,5/21/16 16:42,33.58,9180000000000
New Maryport,6/23/16 16:05,34.16,178000000000
Eriktown,6/30/16 0:24,12.2,5230000000000
West Dawnfurt,2/17/16 21:34,35.98,1350000000000
New David,10/21/16 9:53,6.27,6670000000000
Lisaville,10/21/16 15:14,38.8,3380000000000
Sandymouth,9/22/16 14:12,26.58,7810000000000
Alyssaberg,5/8/16 2:43,28.34,7240000000000
Kelseyland,7/13/16 16:53,10.31,2180000000000
East Erin,11/28/16 5:38,7.32,2430000000000
Travisville,11/11/16 18:51,44.62,4730000000000
Port Samantha,7/24/16 18:19,11.17,5310000000000
East Douglas,6/18/16 6:57,22.04,8700000000000
West Peter,1/10/16 18:15,19.49,3670000000000
New David,5/29/16 17:14,18.57,8610000000000
West Peter,11/19/16 4:06,5.56,6610000000000
Williamshire,8/18/16 13:36,13.57,1680000000000
Sandymouth,9/5/16 1:04,13.46,2700000000000
South Bryanstad,8/24/16 6:00,23.54,7520000000000
Lake Stevenbury,8/1/16 18:36,19.02,4670000000000
South Bryanstad,9/16/16 4:09,14.24,4380000000000
South Bryanstad,2/6/16 17:12,28.84,7820000000000
Wiseborough,8/31/16 7:06,14.63,338000000000
South Bryanstad,10/31/16 23:41,23.41,3760000000000
East Erin,1/9/16 0:18,44.82,3070000000000
South Bryanstad,5/1/16 23:07,42.69,5020000000000
Port Josephfurt,4/11/16 12:32,30.21,8060000000000
Torresshire,10/25/16 3:09,39.42,248000000000
Pamelahaven,4/13/16 17:55,27.19,7060000000000
Russellport,9/10/16 2:46,34.13,8520000000000
Wiseborough,11/4/16 1:13,15.13,9040000000000
Lake Stevenbury,1/7/16 13:52,34.78,6280000000000
Kelseyland,1/7/16 7:15,11.45,601000000000
Nguyenbury,9/25/16 18:02,29.26,611000000000
East Erin,1/20/16 8:01,9.85,6400000000000
Arnoldview,11/30/16 4:23,30.67,3140000000000
Arnoldview,9/4/16 7:46,41.38,6510000000000
New David,1/30/16 2:35,43.31,4910000000000
Nguyenbury,7/6/16 23:10,43.1,2840000000000
South Roy,6/10/16 6:56,31.69,7410000000000
Port Josephfurt,4/4/16 20:08,12.45,6950000000000
Sandymouth,10/27/16 9:17,30.09,8170000000000
South Roy,4/8/16 3:51,11.09,2130000000000
Maryside,8/14/16 0:46,41.92,5600000000000
Lisatown,1/1/16 8:51,41.61,5610000000000
Smithhaven,4/26/16 18:48,34.89,3870000000000
Pearsonberg,1/22/16 14:41,6.71,3470000000000
South Roy,1/23/16 12:55,38.6,6770000000000
Kimberlychester,8/2/16 23:10,42.21,6310000000000
Lake Jennaton,10/29/16 12:16,42.63,1960000000000
Alyssaberg,2/12/16 18:57,22.64,4890000000000
Eriktown,9/8/16 8:52,25.66,5370000000000
New David,3/5/16 14:14,19.92,7530000000000
Kelseyland,4/9/16 13:17,27.85,5750000000000
New Maryport,10/13/16 0:53,27.72,5220000000000
West Peter,9/16/16 2:23,7.35,1760000000000
Sarabury,1/22/16 23:12,38.4,1180000000000
Jacobfort,5/25/16 10:21,36.1,2590000000000
Zimmermanmouth,5/27/16 2:07,41.16,388000000000
West Jefferyfurt,6/1/16 17:40,16.21,5330000000000
Kelseyland,6/30/16 1:59,8.27,4380000000000
Lake Jeffreyland,6/24/16 18:03,22,2030000000000
Lake Jennaton,1/31/16 16:46,43.01,5880000000000
Lisaville,8/21/16 9:35,28.99,2560000000000
Jacobfort,6/11/16 6:51,16.61,2630000000000
Alyssaberg,7/19/16 21:09,27.76,8760000000000
Sarabury,3/29/16 19:07,20.56,7020000000000
New Andreamouth,2/21/16 9:17,14.71,8980000000000
Rodriguezburgh,8/30/16 17:34,5.95,2220000000000
Prattfurt,1/30/16 14:38,41.58,9510000000000
New Christine,10/26/16 19:33,19.39,6500000000000
Port Samantha,11/5/16 17:57,34.57,7550000000000
Stewartview,2/13/16 4:06,31.08,5160000000000
Aprilchester,8/8/16 10:15,13.05,4880000000000
Williamshire,6/14/16 18:35,30.22,915000000000
Carrollfort,11/1/16 11:32,6.27,9470000000000
Edwardsbury,8/16/16 7:09,11.34,1990000000000
East Erin,2/28/16 5:52,38.82,4130000000000
Williamshire,3/14/16 17:49,35.4,2120000000000
New Jeffrey,2/18/16 6:10,7.52,4930000000000
New Maryport,5/25/16 22:41,31.21,7460000000000
Rodriguezburgh,4/17/16 14:08,17.7,9030000000000
New Aaron,3/8/16 3:33,21.76,861000000000
West Peter,4/13/16 17:28,24.14,6360000000000
Vickimouth,3/17/16 18:07,27.77,6040000000000
Prattfurt,10/5/16 4:45,33.82,7050000000000
Kimberlychester,11/11/16 22:27,42.6,6980000000000
Prattfurt,5/8/16 5:04,5.63,117000000000
Davidtown,11/4/16 10:20,15.6,8530000000000
West Dawnfurt,3/20/16 14:25,21.38,2130000000000
Alvarezhaven,6/11/16 23:45,43.34,3940000000000
Lake Sarashire,2/2/16 14:47,33.81,7110000000000
Zimmermanmouth,8/31/16 18:06,24.23,3360000000000
West Brittanyton,7/23/16 18:48,29.67,4370000000000
Alyssaberg,8/29/16 10:28,13.72,140000000000
Sandymouth,4/16/16 21:26,24.02,3830000000000
Swansonbury,3/8/16 1:27,37.54,9460000000000
Port Samantha,4/1/16 3:42,26.33,1380000000000
West Oscar,1/30/16 18:19,29.66,9570000000000
Lake Sarashire,10/3/16 23:48,17.52,9380000000000
Kellershire,2/14/16 12:29,17.36,6050000000000
Maryside,1/3/16 11:36,5.22,3110000000000
West Dawnfurt,6/23/16 9:11,6.08,797000000000
New Jeffrey,9/24/16 16:09,27.65,4110000000000
Antoniomouth,3/17/16 9:02,28.55,3160000000000
Lake Stevenbury,6/3/16 16:35,15.58,7530000000000
Edwardsbury,8/26/16 16:25,30.72,1920000000000
West Peter,9/2/16 15:47,40.12,3810000000000
South Bryanstad,6/18/16 11:37,19.49,4930000000000
New Andreamouth,4/4/16 5:44,6.85,5860000000000
Mooreview,11/2/16 19:56,26.56,9230000000000
Port Josephfurt,10/26/16 7:25,28.61,645000000000
Prattfurt,3/20/16 8:26,20.11,2250000000000
Carrollfort,11/20/16 12:58,41.18,7890000000000
Lake Jennaton,3/29/16 19:40,12.34,473000000000
Zimmermanmouth,6/10/16 17:19,39.65,5690000000000
Kimberlychester,8/2/16 7:04,16.09,8790000000000
Alvarezhaven,2/7/16 2:46,35.22,5410000000000
Travisville,9/25/16 7:58,29.28,4290000000000
West Brittanyton,10/26/16 7:04,11.88,9060000000000
Lisaville,7/4/16 18:29,10.68,1650000000000
New Jeffrey,10/10/16 19:40,25.22,1810000000000
Davistown,11/6/16 12:05,11.02,915000000000
Nguyenbury,9/29/16 1:55,30.59,8790000000000
Maryside,10/2/16 16:45,40.34,330000000000
Lake Jennaton,3/16/16 7:06,16.98,1180000000000
Aprilchester,9/7/16 22:49,7.97,3960000000000
Stewartview,7/13/16 19:19,9.01,2320000000000
Williamshire,3/8/16 2:20,21.46,6490000000000
Maryside,9/9/16 6:19,12.44,4490000000000
Pearsonberg,1/21/16 1:02,16.47,2940000000000
West Peter,9/24/16 0:26,26.79,5250000000000
Torresshire,8/6/16 1:48,40.28,2830000000000
Arnoldview,6/5/16 11:38,16.7,4450000000000
Russellport,10/31/16 19:39,40.67,5830000000000
Lake Jennaton,5/10/16 12:33,40.26,4790000000000
South Louis,3/22/16 2:47,13.79,7670000000000
Port Samantha,11/7/16 17:55,22.72,8730000000000
West Jefferyfurt,9/3/16 8:12,20.26,280000000000
Lake Sarashire,8/13/16 1:15,19.48,2790000000000
Smithhaven,4/19/16 14:08,36.69,7530000000000
West Alexis,2/11/16 13:05,26,7290000000000
Lake Sarashire,5/5/16 12:57,32.48,334000000000
New Aaron,4/11/16 5:27,18.78,51186564251
West Alexis,4/15/16 0:27,21.2,8480000000000
Port Johnstad,9/12/16 1:35,42.82,7840000000000
Carrollfort,3/11/16 18:01,28.69,5400000000000
Arnoldview,3/31/16 17:49,41.28,3240000000000
East Douglas,9/8/16 4:35,33.49,4540000000000
West Oscar,8/4/16 16:57,25.05,696000000000
South Roy,3/15/16 13:52,25,6490000000000
Lisaville,9/30/16 22:29,31.06,18075235678
West Dawnfurt,3/22/16 14:35,7.82,9200000000000
Mooreview,6/20/16 0:25,42.02,9990000000000
Port Johnstad,3/24/16 23:17,31.35,9420000000000
New Maryport,4/1/16 11:56,16.69,7630000000000
New Andreamouth,8/13/16 19:53,34,3050000000000
West Jefferyfurt,11/17/16 15:09,4.86,1980000000000
Smithhaven,11/16/16 15:15,39.91,4430000000000
East Douglas,9/3/16 11:29,39.24,595000000000
Pearsonberg,1/15/16 17:30,44.88,9350000000000
West Peter,5/12/16 12:20,43.75,6800000000000
West Alexis,9/23/16 4:28,15.23,3440000000000
West Brandy,7/30/16 12:54,19.27,125000000000
Wiseborough,10/9/16 11:04,12.01,4480000000000
Kimberlychester,10/19/16 1:43,32.44,6670000000000
Fosterside,7/16/16 2:09,36.38,2300000000000
Antoniomouth,11/16/16 20:22,10.26,181000000000
Fosterside,4/2/16 0:12,25.85,5880000000000
West Peter,5/6/16 22:57,28.4,1650000000000
New Maryport,4/19/16 9:54,12.96,3570000000000
West Brittanyton,8/17/16 18:54,25.26,5730000000000
Travisville,8/12/16 1:58,19.44,1050000000000
New Andreamouth,7/11/16 18:21,30.28,683000000000
Port Johnstad,10/16/16 11:44,15.35,4660000000000
Jacobfort,7/15/16 21:56,8.32,5030000000000
South Josephville,10/24/16 13:28,39.81,4940000000000
Lisaville,6/4/16 23:12,44.13,7980000000000
New David,7/14/16 23:15,6.03,436000000000
Alvarezhaven,1/21/16 7:25,22.83,3570000000000
Port Josephfurt,4/28/16 19:43,25.47,8900000000000
Edwardsbury,11/4/16 5:16,36.21,6540000000000
Port Martinberg,10/6/16 2:34,20.33,3540000000000
Davistown,7/11/16 16:00,16.4,665000000000
Sarabury,10/18/16 4:33,37.5,1050000000000
West Brandy,3/21/16 18:34,40.82,4550000000000
South Bryanstad,6/15/16 9:52,30.49,1960000000000
Swansonbury,2/19/16 18:09,41.36,5640000000000
Jacobfort,5/14/16 18:47,34.02,2900000000000
